,year,month,intent,police,sex,age,race,hispanic,place,education,0
79464,2014,8,Suicide,0,M,71,White,100,Street,HS/GED,
79465,2014,7,Homicide,0,M,54,White,100,Home,Some college,
79466,2014,6,Homicide,0,M,47,White,100,Home,HS/GED,
79467,2014,8,Suicide,0,M,74,White,100,Home,HS/GED,
79468,2014,6,Suicide,0,F,64,White,100,Home,BA+,
79469,2014,8,Suicide,0,M,61,White,100,Home,HS/GED,
79470,2014,7,Suicide,0,F,54,White,100,Other unspecified,HS/GED,
79471,2014,8,Suicide,0,F,49,White,100,Other specified,HS/GED,
79472,2014,8,Suicide,0,M,22,White,100,Home,Some college,
79473,2014,8,Suicide,0,M,25,White,100,Home,Some college,
79474,2014,8,Suicide,0,M,63,White,100,Home,Less than HS,
79475,2014,8,Suicide,0,M,23,White,100,Other specified,HS/GED,
79476,2014,8,Suicide,0,M,38,White,100,Home,HS/GED,
79477,2014,5,Homicide,0,M,63,White,100,Home,HS/GED,
79478,2014,8,Suicide,0,M,25,White,100,Home,BA+,
79479,2014,6,Homicide,0,M,20,Black,100,Home,Less than HS,
79480,2014,8,Suicide,0,F,29,White,100,Home,HS/GED,
79481,2014,7,Homicide,0,M,31,Black,100,Home,HS/GED,
79482,2014,7,Suicide,0,M,25,White,100,Home,Some college,
79483,2014,8,Suicide,0,M,32,Hispanic,282,Home,BA+,
79484,2014,8,Homicide,0,M,24,White,100,Street,Less than HS,
79485,2014,8,Suicide,0,M,26,White,100,Other specified,Some college,
79486,2014,6,Suicide,0,M,58,White,100,Home,HS/GED,
79487,2014,8,Suicide,0,M,48,White,100,Home,HS/GED,
79488,2014,8,Homicide,0,M,16,Black,100,Other specified,Less than HS,
79489,2014,7,Suicide,0,F,55,White,100,Home,HS/GED,
79490,2014,8,Suicide,0,M,24,White,100,Home,HS/GED,
79491,2014,8,Suicide,0,M,35,White,100,Home,HS/GED,
79492,2014,7,Suicide,0,M,77,White,100,Home,HS/GED,
79493,2014,7,Suicide,0,M,22,White,100,Home,Less than HS,
79494,2014,8,Suicide,0,M,81,White,100,Home,HS/GED,
79495,2014,7,Homicide,0,M,31,Black,100,Street,Less than HS,
79496,2014,7,Suicide,0,M,38,Black,100,Home,HS/GED,
79497,2014,8,Suicide,0,M,56,White,100,Home,Some college,
79498,2014,8,Suicide,0,F,59,White,100,Home,HS/GED,
79499,2014,7,Homicide,0,M,58,White,100,Home,BA+,
79500,2014,7,Accidental,0,M,46,White,100,Home,HS/GED,
79501,2014,8,Homicide,0,F,71,White,100,Home,BA+,
79502,2014,7,Suicide,0,M,30,White,100,Home,HS/GED,
79503,2014,8,Suicide,0,M,70,White,100,Home,BA+,
79504,2014,7,Suicide,0,F,27,White,100,Home,HS/GED,
79505,2014,8,Homicide,0,M,26,Black,100,Home,HS/GED,
79506,2014,8,Suicide,0,M,78,White,100,Home,HS/GED,
79507,2014,8,Suicide,0,M,22,White,100,Home,HS/GED,
79508,2014,7,Homicide,0,M,15,Black,100,Street,Less than HS,
79509,2014,8,Homicide,0,M,39,Black,100,Home,HS/GED,
79510,2014,4,Homicide,0,M,19,Black,100,Other specified,Less than HS,
79511,2014,8,Homicide,0,M,46,Black,100,Home,HS/GED,
79512,2014,7,Suicide,0,M,18,White,100,Home,HS/GED,
79513,2014,8,Suicide,0,M,43,White,100,Home,Less than HS,
79514,2014,8,Homicide,0,M,56,White,100,Home,HS/GED,
79515,2014,7,Suicide,0,F,52,White,100,Home,HS/GED,
79516,2014,9,Suicide,0,M,84,White,100,Home,HS/GED,
79517,2014,8,Homicide,0,M,28,Black,100,Home,HS/GED,
79518,2014,8,Homicide,0,M,29,Black,100,Other specified,Some college,
79519,2014,7,Suicide,0,M,58,White,100,Home,Some college,
79520,2014,8,Suicide,0,M,53,White,100,Home,HS/GED,
79521,2014,9,Suicide,0,M,35,White,100,Home,HS/GED,
79522,2014,9,Suicide,0,M,95,White,100,Home,HS/GED,
79523,2014,9,Suicide,0,M,37,White,100,Home,HS/GED,
79524,2014,9,Suicide,0,M,59,White,100,Home,Some college,
79525,2014,8,Suicide,0,M,51,White,100,Home,BA+,
79526,2014,9,Suicide,0,M,33,White,100,Home,HS/GED,
79527,2014,8,Suicide,0,M,79,White,100,Home,HS/GED,
79528,2014,8,Homicide,0,M,41,White,100,Home,HS/GED,
79529,2014,9,Suicide,0,F,68,White,100,Home,HS/GED,
79530,2014,9,Suicide,0,M,67,White,100,Home,HS/GED,
79531,2014,9,Suicide,0,M,58,White,100,Home,Some college,
79532,2014,6,Homicide,0,M,19,Hispanic,210,Other specified,HS/GED,
79533,2014,7,Homicide,0,F,23,White,100,Farm,Less than HS,
79534,2014,8,Suicide,0,M,73,White,100,Home,HS/GED,
79535,2014,9,Suicide,0,M,35,White,100,Home,Some college,
79536,2014,8,Homicide,0,M,39,Black,100,Home,HS/GED,
79537,2014,9,Homicide,0,F,54,Black,100,Home,HS/GED,
79538,2014,9,Homicide,0,M,26,Black,100,Other unspecified,Some college,
79539,2014,8,Suicide,0,M,47,White,100,Home,HS/GED,
79540,2014,9,Suicide,0,M,21,White,100,Home,Some college,
79541,2014,8,Suicide,0,F,61,White,100,Home,Some college,
79542,2014,9,Suicide,0,M,14,White,100,Home,Less than HS,
79543,2014,9,Suicide,0,M,74,White,100,Home,HS/GED,
79544,2014,9,Homicide,0,M,19,Black,100,Home,Some college,
79545,2014,9,Homicide,0,F,32,Black,100,Other unspecified,Less than HS,
79546,2014,9,Suicide,0,M,64,White,100,Home,BA+,
79547,2014,9,Suicide,0,M,16,White,100,Home,Less than HS,
79548,2014,9,Suicide,0,F,56,White,100,Home,HS/GED,
79549,2014,9,Suicide,0,M,70,White,100,Home,BA+,
79550,2014,9,Homicide,0,M,18,Black,100,Home,Less than HS,
79551,2014,9,Homicide,0,M,38,Black,100,Home,HS/GED,
79552,2014,9,Homicide,0,M,51,Black,100,Home,HS/GED,
79553,2014,9,Suicide,0,M,71,White,100,Home,HS/GED,
79554,2014,7,Suicide,0,M,51,White,100,Other specified,BA+,
79555,2014,9,Suicide,0,M,36,White,100,Home,HS/GED,
79556,2014,9,Homicide,0,M,31,Black,100,Street,HS/GED,
79557,2014,7,Homicide,0,M,17,Black,100,Home,Less than HS,
79558,2014,9,Suicide,0,M,56,White,100,Home,HS/GED,
79559,2014,7,Homicide,0,M,49,Black,100,Home,HS/GED,
79560,2014,9,Suicide,0,M,83,White,100,Home,BA+,
79561,2014,9,Suicide,0,M,18,White,100,Home,Less than HS,
79562,2014,9,Suicide,0,M,49,White,100,Home,HS/GED,
79563,2014,9,Homicide,0,M,32,White,100,Home,HS/GED,
79564,2014,9,Suicide,0,M,27,Hispanic,210,Trade/service area,HS/GED,
79565,2014,9,Homicide,0,M,23,Black,100,Street,HS/GED,
79566,2014,8,Suicide,0,M,66,White,100,Home,HS/GED,
79567,2014,9,Homicide,0,M,21,White,100,Home,HS/GED,
79568,2014,9,Suicide,0,M,34,White,100,Other specified,Less than HS,
79569,2014,9,Suicide,0,F,40,White,100,Home,Some college,
79570,2014,10,Suicide,0,M,83,White,100,Home,HS/GED,
79571,2014,9,Suicide,0,M,23,White,100,Home,HS/GED,
79572,2014,10,Suicide,0,M,72,White,100,Home,Some college,
79573,2014,8,Suicide,0,M,34,White,100,Home,BA+,
79574,2014,10,Suicide,0,M,66,White,100,Home,Some college,
79575,2014,9,Suicide,0,M,25,White,100,Home,Some college,
79576,2014,10,Suicide,0,M,56,White,100,Home,Some college,
79577,2014,8,Suicide,0,M,16,White,100,Home,Less than HS,
79578,2014,9,Homicide,0,M,60,White,100,Home,Some college,
79579,2014,10,Suicide,0,M,40,White,100,Home,HS/GED,
79580,2014,8,Homicide,0,M,27,Black,100,Home,HS/GED,
79581,2014,8,Homicide,0,M,37,Black,100,Other specified,Less than HS,
79582,2014,9,Homicide,0,M,40,White,100,Other unspecified,Less than HS,
79583,2014,10,Suicide,0,M,61,White,100,Home,HS/GED,
79584,2014,9,Homicide,0,M,46,Black,100,Street,Some college,
79585,2014,8,Suicide,0,F,19,Black,100,Home,HS/GED,
79586,2014,10,Suicide,0,M,70,White,100,Home,HS/GED,
79587,2014,9,Homicide,0,M,20,Black,100,Home,Some college,
79588,2014,10,Suicide,0,M,69,White,100,Home,HS/GED,
79589,2014,10,Suicide,0,M,69,White,100,Other specified,HS/GED,
79590,2014,9,Suicide,0,M,76,White,100,Home,Less than HS,
79591,2014,10,Suicide,0,F,41,White,100,Other specified,HS/GED,
79592,2014,9,Homicide,0,M,28,White,100,Home,HS/GED,
79593,2014,10,Suicide,0,M,54,White,100,Home,BA+,
79594,2014,10,Suicide,0,M,17,White,100,Home,Less than HS,
79595,2014,10,Homicide,0,F,50,White,100,Home,BA+,
79596,2014,9,Suicide,0,M,76,White,100,Home,HS/GED,
79597,2014,9,Undetermined,0,F,36,White,100,Home,Some college,
79598,2014,10,Suicide,0,M,67,White,100,Home,HS/GED,
79599,2014,10,Suicide,0,M,55,White,100,Other specified,Some college,
79600,2014,9,Suicide,0,F,23,White,100,Home,HS/GED,
79601,2014,9,Suicide,0,M,16,White,100,Home,Less than HS,
79602,2014,9,Homicide,1,M,32,White,100,NA,HS/GED,
79603,2014,9,Suicide,0,M,22,Black,100,Other specified,HS/GED,
79604,2014,9,Homicide,0,M,24,White,100,Other specified,HS/GED,
79605,2014,9,Suicide,0,M,54,White,100,Home,HS/GED,
79606,2014,9,Homicide,0,M,47,White,100,Street,Less than HS,
79607,2014,9,Homicide,0,M,44,Black,100,Home,HS/GED,
79608,2014,9,Homicide,0,M,16,Black,100,Street,Less than HS,
79609,2014,10,Suicide,0,M,37,White,100,Other specified,HS/GED,
79610,2014,8,Homicide,0,F,24,Black,100,Home,HS/GED,
79611,2014,10,Suicide,0,M,72,White,100,Home,HS/GED,
79612,2014,10,Suicide,0,M,26,White,100,Home,Some college,
79613,2014,9,Suicide,0,M,27,White,100,Home,BA+,
79614,2014,8,Suicide,0,M,22,Black,100,Home,Less than HS,
79615,2014,9,Homicide,0,M,37,Black,100,Other specified,HS/GED,
79616,2014,10,Suicide,0,M,64,White,100,Home,Some college,
79617,2014,9,Suicide,0,M,11,White,100,Home,Less than HS,
79618,2014,9,Suicide,0,M,44,White,100,Industrial/construction,Less than HS,
79619,2014,10,Suicide,0,F,40,White,100,Home,Less than HS,
79620,2014,10,Suicide,0,M,41,White,100,Home,Less than HS,
79621,2014,10,Suicide,0,M,54,White,100,Home,Less than HS,
79622,2014,10,Homicide,0,M,20,Black,100,Home,HS/GED,
79623,2014,10,Suicide,0,M,33,White,100,Home,Some college,
79624,2014,9,Suicide,0,M,50,White,100,Home,HS/GED,
79625,2014,10,Suicide,0,F,37,White,100,Home,Some college,
79626,2014,10,Suicide,0,M,25,White,100,Home,HS/GED,
79627,2014,10,Suicide,0,M,25,White,100,Other unspecified,Some college,
79628,2014,9,Homicide,0,M,44,Black,100,Street,Some college,
79629,2014,10,Suicide,0,F,24,White,100,Residential institution,Some college,
79630,2014,9,Homicide,0,M,19,Black,100,Other specified,Less than HS,
79631,2014,10,Homicide,0,M,32,Black,100,Other specified,Less than HS,
79632,2014,9,Suicide,0,M,88,Hispanic,260,Home,HS/GED,
79633,2014,9,Homicide,0,M,19,Black,100,Street,Less than HS,
79634,2014,10,Homicide,0,M,44,Black,100,Other specified,HS/GED,
79635,2014,10,Suicide,0,M,25,White,100,Home,Some college,
79636,2014,10,Suicide,0,F,50,White,100,Home,HS/GED,
79637,2014,9,Suicide,0,M,32,White,100,Home,HS/GED,
79638,2014,10,Homicide,0,M,23,Black,100,Home,HS/GED,
79639,2014,10,Suicide,0,M,76,White,100,School/instiution,BA+,
79640,2014,10,Accidental,0,M,16,White,100,Home,Less than HS,
79641,2014,8,Suicide,0,M,74,Black,100,Home,HS/GED,
79642,2014,10,Suicide,0,M,58,White,100,Home,Some college,
79643,2014,10,Suicide,0,M,86,White,100,Home,HS/GED,
79644,2014,10,Homicide,0,M,45,Hispanic,211,Other specified,HS/GED,
79645,2014,6,Homicide,0,M,30,White,100,Home,Some college,
79646,2014,11,Suicide,0,M,49,White,100,Home,Some college,
79647,2014,10,Suicide,0,M,19,White,100,Home,HS/GED,
79648,2014,10,Homicide,0,M,29,Black,100,Other specified,HS/GED,
79649,2014,10,Suicide,0,M,51,White,100,Home,Some college,
79650,2014,11,Suicide,0,M,57,White,100,Home,Some college,
79651,2014,10,Suicide,0,M,29,Hispanic,226,Other specified,HS/GED,
79652,2014,10,Homicide,0,M,43,Black,100,Street,Some college,
79653,2014,11,Suicide,0,M,44,White,100,Other specified,Less than HS,
79654,2014,11,Suicide,0,M,21,White,100,Home,HS/GED,
79655,2014,10,Homicide,0,M,13,Black,100,Other specified,Less than HS,
79656,2014,11,Suicide,0,M,51,White,100,Other unspecified,Less than HS,
79657,2014,10,Homicide,0,M,36,Hispanic,210,Street,HS/GED,
79658,2014,11,Suicide,0,M,58,White,100,Home,HS/GED,
79659,2014,11,Suicide,0,M,28,Hispanic,210,Home,HS/GED,
79660,2014,10,Suicide,0,M,62,White,100,Other specified,HS/GED,
79661,2014,11,Suicide,0,M,68,White,100,Home,Some college,
79662,2014,8,Homicide,0,M,67,Black,100,Other specified,HS/GED,
79663,2014,8,Homicide,0,M,34,Black,100,Street,HS/GED,
79664,2014,10,Suicide,0,F,62,White,100,Home,Some college,
79665,2014,11,Suicide,0,M,72,White,100,Home,BA+,
79666,2014,11,Homicide,0,M,18,Black,100,Other specified,Less than HS,
79667,2014,10,Homicide,0,M,57,White,100,Home,HS/GED,
79668,2014,11,Suicide,0,F,17,White,100,Home,Less than HS,
79669,2014,11,Homicide,0,M,73,Asian/Pacific Islander,100,Other specified,BA+,
79670,2014,10,Homicide,0,M,26,White,100,Home,Less than HS,
79671,2014,11,Suicide,0,M,28,White,100,Other specified,HS/GED,
79672,2014,11,Suicide,0,M,72,White,100,Home,HS/GED,
79673,2014,11,Suicide,0,M,22,White,100,Farm,Some college,
79674,2014,11,Homicide,0,M,34,Black,100,Home,BA+,
79675,2014,10,Suicide,0,M,23,White,100,Home,Some college,
79676,2014,11,Suicide,0,F,14,White,100,Home,Less than HS,
79677,2014,11,Suicide,0,M,92,White,100,Home,HS/GED,
79678,2014,11,Suicide,0,M,33,White,100,Other specified,HS/GED,
79679,2014,11,Suicide,0,M,62,White,100,Other specified,HS/GED,
79680,2014,11,Suicide,0,M,54,White,100,Home,Some college,
79681,2014,11,Homicide,0,M,15,Black,100,Other specified,Less than HS,
79682,2014,11,Suicide,0,M,35,White,100,Home,Some college,
79683,2014,11,Suicide,0,M,61,White,100,Home,BA+,
79684,2014,11,Suicide,0,M,47,White,100,Home,HS/GED,
79685,2014,11,Suicide,0,M,30,White,100,Home,Some college,
79686,2014,11,Suicide,0,M,47,White,100,Home,Some college,
79687,2014,11,Homicide,0,M,51,Hispanic,210,Street,HS/GED,
79688,2014,9,Suicide,0,M,45,White,100,Home,HS/GED,
79689,2014,11,Suicide,0,M,47,White,100,Other specified,Some college,
79690,2014,11,Suicide,0,M,27,White,100,Home,HS/GED,
79691,2014,11,Suicide,0,M,39,White,100,Home,HS/GED,
79692,2014,11,Suicide,0,M,51,White,100,Home,HS/GED,
79693,2014,10,Homicide,0,M,0,White,100,Home,Less than HS,
79694,2014,11,Homicide,0,M,20,Black,100,Other unspecified,HS/GED,
79695,2014,11,Suicide,0,M,24,White,100,Other specified,HS/GED,
79696,2014,11,Homicide,0,M,20,Black,100,Other unspecified,HS/GED,
79697,2014,11,Suicide,0,M,18,White,100,Home,HS/GED,
79698,2014,11,Suicide,0,M,82,White,100,Home,HS/GED,
79699,2014,11,Suicide,0,M,60,White,100,Home,BA+,
79700,2014,11,Suicide,0,M,23,White,100,Other specified,HS/GED,
79701,2014,11,Suicide,0,M,61,White,100,Other specified,BA+,
79702,2014,11,Suicide,0,M,21,White,100,Home,Some college,
79703,2014,10,Homicide,0,M,20,Black,100,Other specified,Less than HS,
79704,2014,11,Suicide,0,M,45,White,100,Home,HS/GED,
79705,2014,9,Homicide,0,M,31,Black,100,Street,Less than HS,
79706,2014,11,Suicide,0,F,35,Black,100,Home,BA+,
79707,2014,10,Homicide,0,M,26,Black,100,Home,HS/GED,
79708,2014,10,Homicide,0,M,32,Black,100,Other unspecified,HS/GED,
79709,2014,10,Homicide,0,M,25,Black,100,Home,HS/GED,
79710,2014,12,Suicide,0,M,24,White,100,Street,HS/GED,
79711,2014,11,Suicide,0,M,21,Black,100,Street,HS/GED,
79712,2014,10,Homicide,0,M,31,Black,100,Home,Less than HS,
79713,2014,11,Suicide,0,M,34,White,100,Home,Less than HS,
79714,2014,11,Homicide,0,F,31,Black,100,Home,Some college,
79715,2014,10,Suicide,0,M,16,White,100,Home,Less than HS,
79716,2014,12,Homicide,0,F,17,White,100,Other unspecified,Less than HS,
79717,2014,12,Suicide,0,M,35,White,100,Home,HS/GED,
79718,2014,11,Suicide,0,F,48,White,100,Home,HS/GED,
79719,2014,11,Homicide,0,M,27,Black,100,Street,HS/GED,
79720,2014,11,Homicide,0,F,19,Black,100,Home,HS/GED,
79721,2014,12,Homicide,0,M,25,Black,100,Street,HS/GED,
79722,2014,12,Suicide,0,M,30,White,100,Other specified,Some college,
79723,2014,12,Suicide,0,M,61,White,100,Home,BA+,
79724,2014,10,Homicide,0,M,45,Black,100,School/instiution,Some college,
79725,2014,12,Homicide,0,M,37,Black,100,Other unspecified,HS/GED,
79726,2014,11,Homicide,0,M,24,Black,100,Industrial/construction,HS/GED,
79727,2014,11,Suicide,0,F,37,White,100,Home,Some college,
79728,2014,12,Homicide,0,M,84,White,100,School/instiution,HS/GED,
79729,2014,12,Suicide,0,F,45,White,100,Other specified,Some college,
79730,2014,12,Suicide,0,M,31,White,100,Farm,Some college,
79731,2014,11,Suicide,0,M,48,White,100,Home,BA+,
79732,2014,12,Suicide,0,M,74,White,100,Home,HS/GED,
79733,2014,10,Homicide,1,M,22,Black,100,NA,Less than HS,
79734,2014,12,Suicide,0,M,67,White,100,Home,Some college,
79735,2014,12,Homicide,0,M,36,Hispanic,281,Home,Some college,
79736,2014,11,Accidental,0,M,53,White,100,Home,HS/GED,
79737,2014,12,Suicide,0,M,30,White,100,Home,HS/GED,
79738,2014,9,Homicide,0,M,35,Black,100,Home,HS/GED,
79739,2014,12,Suicide,0,M,27,White,100,Home,HS/GED,
79740,2014,10,Homicide,0,M,33,Black,100,Other unspecified,Some college,
79741,2014,11,Suicide,0,F,32,White,100,Other specified,HS/GED,
79742,2014,12,Accidental,0,M,83,White,100,Other specified,HS/GED,
79743,2014,10,Homicide,0,M,33,Black,100,Street,HS/GED,
79744,2014,12,Suicide,0,M,89,White,100,Street,HS/GED,
79745,2014,12,Homicide,0,M,19,Black,100,Other unspecified,Less than HS,
79746,2014,11,Suicide,0,F,63,White,100,Home,BA+,
79747,2014,10,Homicide,0,M,25,Black,100,Home,HS/GED,
79748,2014,11,Suicide,0,M,64,White,100,Home,HS/GED,
79749,2014,11,Homicide,0,M,59,White,100,Home,Less than HS,
79750,2014,12,Suicide,0,M,41,White,100,Home,BA+,
79751,2014,12,Suicide,0,M,77,White,100,Home,HS/GED,
79752,2014,11,Homicide,0,M,23,White,100,Home,Some college,
79753,2014,11,Suicide,0,M,28,White,100,Other specified,Some college,
79754,2014,11,Suicide,0,M,26,White,100,Home,Less than HS,
79755,2014,11,Homicide,0,M,20,Black,100,Home,HS/GED,
79756,2014,10,Undetermined,0,F,14,White,100,Home,Less than HS,
79757,2014,12,Suicide,0,M,36,White,100,Other specified,HS/GED,
79758,2014,12,Suicide,0,F,19,White,100,Other specified,Less than HS,
79759,2014,12,Suicide,0,M,20,White,100,Other specified,HS/GED,
79760,2014,10,Suicide,0,M,47,White,100,Home,HS/GED,
79761,2014,12,Suicide,0,M,26,White,100,Home,Some college,
79762,2014,12,Suicide,0,M,37,White,100,Home,HS/GED,
79763,2014,11,Accidental,0,M,3,Black,100,Home,Less than HS,
79764,2014,12,Suicide,0,M,23,White,100,Street,HS/GED,
79765,2014,11,Suicide,0,M,62,White,100,Home,BA+,
79766,2014,10,Suicide,0,M,40,White,100,Home,Some college,
79767,2014,12,Suicide,0,M,29,White,100,Other specified,Some college,
79768,2014,12,Accidental,0,M,19,White,100,Home,HS/GED,
79769,2014,12,Suicide,0,M,41,White,100,Home,HS/GED,
79770,2014,11,Homicide,0,M,37,Black,100,Home,HS/GED,
79771,2014,12,Homicide,0,M,18,White,100,Home,HS/GED,
79772,2014,12,Suicide,0,F,51,White,100,Home,HS/GED,
79773,2014,12,Homicide,0,M,21,White,100,Other specified,Less than HS,
79774,2014,12,Homicide,0,M,21,Black,100,Home,Less than HS,
79775,2014,11,Homicide,0,M,18,Black,100,Other specified,Less than HS,
79776,2014,11,Homicide,0,M,21,Black,100,Home,Less than HS,
79777,2014,12,Suicide,0,M,33,White,100,Home,BA+,
79778,2014,12,Homicide,0,M,25,Black,100,Trade/service area,Less than HS,
79779,2014,12,Suicide,0,M,36,White,100,Home,HS/GED,
79780,2014,12,Suicide,0,M,81,White,100,Home,HS/GED,
79781,2014,12,Suicide,0,M,62,White,100,Home,Some college,
79782,2014,12,Accidental,0,F,55,White,100,Home,BA+,
79783,2014,11,Homicide,0,M,5,Black,100,Home,Less than HS,
79784,2014,12,Suicide,0,M,58,White,100,Home,HS/GED,
79785,2014,11,Suicide,0,M,18,White,100,Home,Some college,
79786,2014,10,Suicide,0,M,48,White,100,Street,HS/GED,
79787,2014,11,Suicide,0,M,43,White,100,Home,Less than HS,
79788,2014,11,Homicide,0,M,29,Black,100,Home,HS/GED,
79789,2014,11,Suicide,0,M,24,White,100,Home,HS/GED,
79790,2014,12,Homicide,0,M,21,Black,100,Street,HS/GED,
79791,2014,12,Homicide,0,M,19,Black,100,Home,HS/GED,
79792,2014,12,Suicide,0,M,72,White,100,Home,BA+,
79793,2014,11,Undetermined,0,M,29,White,100,Home,Less than HS,
79794,2014,12,Suicide,0,M,75,White,100,Trade/service area,HS/GED,
79795,2014,11,Suicide,0,M,22,White,100,Other specified,BA+,
79796,2014,12,Homicide,0,M,16,Black,100,Other specified,Less than HS,
79797,2014,12,Homicide,0,F,36,Black,100,Home,HS/GED,
79798,2014,11,Homicide,0,M,17,Black,100,Home,Less than HS,
79799,2014,11,Suicide,0,M,82,White,100,Home,Some college,
79800,2014,12,Homicide,0,M,32,White,100,Street,Less than HS,
79801,2014,12,Suicide,0,M,60,White,100,Home,HS/GED,
79802,2014,11,Homicide,0,M,25,Black,100,Trade/service area,Less than HS,
79803,2014,12,Homicide,0,M,37,Black,100,Home,HS/GED,
79804,2014,12,Homicide,0,F,20,Black,100,Home,HS/GED,
79805,2014,12,Homicide,0,M,28,Black,100,Street,Less than HS,
79806,2014,12,Homicide,0,M,23,Black,100,Other specified,Less than HS,
79807,2014,12,Homicide,0,M,21,Black,100,Home,HS/GED,
79808,2014,12,Suicide,0,M,59,White,100,Home,HS/GED,
79809,2014,12,Homicide,0,M,37,White,100,Street,Less than HS,
79810,2014,12,Homicide,0,M,21,Black,100,Home,HS/GED,
79811,2014,12,Homicide,0,M,20,Black,100,Other specified,Less than HS,
79812,2014,9,Suicide,0,M,67,White,100,Home,HS/GED,
79813,2014,11,Homicide,0,M,23,Black,100,Home,Less than HS,
79814,2014,12,Homicide,0,M,39,White,100,Street,BA+,
79815,2014,10,Homicide,0,F,68,White,100,Home,HS/GED,
79816,2014,12,Homicide,0,M,21,Black,100,Other unspecified,Less than HS,
79817,2014,12,Accidental,0,M,17,Black,100,Home,Less than HS,
79818,2014,1,Homicide,0,M,24,White,100,Other unspecified,HS/GED,
79819,2014,1,Suicide,0,F,43,White,100,Home,BA+,
79820,2014,1,Suicide,0,M,26,White,100,Other specified,BA+,
79821,2014,1,Suicide,0,M,56,White,100,Other unspecified,Some college,
79822,2014,1,Suicide,0,M,46,White,100,Home,Less than HS,
79823,2014,1,Suicide,0,M,54,White,100,Home,BA+,
79824,2014,1,Suicide,0,M,61,White,100,Other unspecified,Less than HS,
79825,2014,1,Suicide,0,M,70,White,100,Home,BA+,
79826,2014,1,Suicide,0,M,82,White,100,Home,NA,
79827,2014,1,Suicide,0,M,22,Hispanic,210,Home,Less than HS,
79828,2014,1,Suicide,0,M,94,White,100,Home,BA+,
79829,2014,1,Suicide,0,M,15,White,100,Other specified,Less than HS,
79830,2014,1,Suicide,0,M,77,White,100,Home,Less than HS,
79831,2014,1,Suicide,0,F,50,Native American/Native Alaskan,100,Home,HS/GED,
79832,2014,1,Homicide,0,M,40,Black,100,Other specified,Some college,
79833,2014,1,Homicide,0,M,19,Black,100,Street,HS/GED,
79834,2014,1,Suicide,0,M,44,White,100,Home,Some college,
79835,2014,1,Suicide,0,M,86,White,100,Home,HS/GED,
79836,2014,1,Suicide,0,M,33,White,100,Home,Some college,
79837,2014,1,Suicide,0,F,69,White,100,Home,HS/GED,
79838,2014,1,Suicide,0,M,51,White,100,Home,Some college,
79839,2014,1,Suicide,0,M,38,White,100,Other unspecified,BA+,
79840,2014,1,Suicide,0,M,76,White,100,Home,Some college,
79841,2014,1,Suicide,0,M,44,White,100,Other unspecified,BA+,
79842,2014,1,Homicide,0,M,46,Black,100,Street,HS/GED,
79843,2014,2,Suicide,0,M,54,White,100,Home,BA+,
79844,2014,1,Suicide,0,M,35,White,100,Farm,Some college,
79845,2014,2,Suicide,0,M,41,White,100,Home,HS/GED,
79846,2014,2,Suicide,0,M,54,White,100,Home,HS/GED,
79847,2014,2,Homicide,0,M,45,Black,100,Home,HS/GED,
79848,2014,1,Suicide,0,M,93,White,100,Home,Some college,
79849,2014,2,Undetermined,0,F,43,White,100,Street,Some college,
79850,2014,2,Suicide,0,F,61,White,100,Other unspecified,Some college,
79851,2014,2,Homicide,0,M,43,Hispanic,210,Industrial/construction,HS/GED,
79852,2014,2,Suicide,0,M,24,Hispanic,291,Other specified,Some college,
79853,2014,2,Suicide,0,M,20,White,100,Home,HS/GED,
79854,2014,2,Suicide,0,M,15,White,100,Home,Less than HS,
79855,2014,3,Suicide,0,F,38,White,100,Home,Some college,
79856,2014,2,Suicide,0,M,41,White,100,Street,Some college,
79857,2014,2,Suicide,0,M,30,White,100,Home,HS/GED,
79858,2014,2,Suicide,0,M,45,White,100,Other unspecified,Some college,
79859,2014,2,Suicide,0,M,59,White,100,Other unspecified,Some college,
79860,2014,2,Suicide,0,M,76,White,100,Home,HS/GED,
79861,2014,2,Homicide,0,M,30,Black,100,Trade/service area,HS/GED,
79862,2014,1,Suicide,0,M,26,Hispanic,210,Other unspecified,HS/GED,
79863,2014,3,Suicide,0,M,84,White,100,Other unspecified,HS/GED,
79864,2014,2,Suicide,0,M,58,White,100,Home,NA,
79865,2014,3,Suicide,0,M,39,White,100,Other specified,Some college,
79866,2014,2,Homicide,0,M,53,White,100,Other unspecified,BA+,
79867,2014,3,Suicide,0,M,29,White,100,Home,HS/GED,
79868,2014,3,Homicide,0,F,23,Black,100,School/instiution,Some college,
79869,2014,2,Suicide,0,M,26,White,100,Home,BA+,
79870,2014,2,Homicide,0,M,57,White,100,Home,HS/GED,
79871,2014,2,Suicide,0,M,56,White,100,Trade/service area,BA+,
79872,2014,1,Suicide,0,M,69,White,100,Home,Less than HS,
79873,2014,3,Homicide,0,F,27,White,100,Street,BA+,
79874,2014,3,Suicide,0,M,38,White,100,Home,HS/GED,
79875,2014,3,Suicide,0,M,52,White,100,Other unspecified,HS/GED,
79876,2014,3,Suicide,0,M,56,White,100,Home,HS/GED,
79877,2014,2,Suicide,0,M,20,White,100,Home,Some college,
79878,2014,3,Suicide,0,M,67,White,100,Home,BA+,
79879,2014,3,Suicide,0,M,80,White,100,Other specified,HS/GED,
79880,2014,3,Suicide,0,M,55,White,100,Other specified,HS/GED,
